link,title,game,anchor,hot,tags
https://www.douyu.com/3775157,白色风车：中单艾克！,英雄联盟,白色风车丶丶丶丶,5.4万,国服顶尖鱼人艾克
https://www.douyu.com/1180429,70%胜率大师提莫号冲定位赛！浴火重生?,英雄联盟,子潇提莫,5.4万,国服最强提莫
https://www.douyu.com/153557,卡萨丁：三万场信仰卡萨丁,英雄联盟,卡萨鹏丶卡萨丁,5.3万,三万场信仰顶尖卡萨丁
https://www.douyu.com/7806751,最强女德莱文（谁能挨我三刀）,英雄联盟,女德莱文暮暮丫,5.1万,峡谷顶尖美女德莱文    
https://www.douyu.com/5483953,做你的最温顺小绵羊,英雄联盟,a酥团团,5.1万,峡谷声优辅助
https://www.douyu.com/7440004,被抢位置了,英雄联盟,温柔小南瓜,4.9万,国服高分女警
https://www.douyu.com/3851637,2W场鱼人，鱼男人柱力中单皮徐坤~,英雄联盟,皮在痒yang丶,4.9万,国服第一推推棒鱼人
https://www.douyu.com/2077265,饿了么？进来管饱！,英雄联盟,一个很C的稻草人,4.9万,国服顶尖稻草人
https://www.douyu.com/5140793,82 艾欧尼亚 有车位！28,英雄联盟,小祖宗雅,4.8万,暖心系的萌萌小辅助迦娜
https://www.douyu.com/423544,韩服OB 飞科 FPX IG RNG,英雄联盟,青蛙OB王者局丶抽红包,4.7万,韩服王者自助智能OB间
https://www.douyu.com/7127682,美服吸血鬼卡萨丁,英雄联盟,英雄联盟魔德,4.7万,
https://www.douyu.com/1960469,阿狸·刺客之道 瞬杀型阿狸教学,英雄联盟,辉哥阿狸,4.7万,国服高端阿狸
https://www.douyu.com/5152641,征服者卡特吸血贼猛！,英雄联盟,阿俊卡特c,4.6万,峡谷巅峰王者卡特
https://www.douyu.com/591986,新年新对象，年年不重样,英雄联盟,伊默儿,4.6万,
https://www.douyu.com/7098880,打一会 无限火力,英雄联盟,春风十里不如你们i,4.6万,战争艺术最细主播
https://www.douyu.com/7598460,电一匹配乱斗有车位 哥哥上个车车吧~~~,英雄联盟,山中菜菜花,4.5万,峡谷元气歌姬
https://www.douyu.com/6552620,三毛德莱文：刺客流德莱文一到秒杀,英雄联盟,毛三刀丶,4.4万,三刀流德莱文
https://www.douyu.com/241566,龙哥：好好看、好好学,英雄联盟,龙哥哥zz,4.3万,国服顶尖AD
https://www.douyu.com/254968,【Arqiu】伊芙琳专场冲王者,英雄联盟,ArqiuEVE,4.3万,峡谷之巅王者寡妇
https://www.douyu.com/504864,网二 璐璐辅助 2300场,英雄联盟,最强王者璐,4.2万,
https://www.douyu.com/1556114,峡谷10王者大战,英雄联盟,李莫莫x,4.2万,峡谷高分段路人
https://www.douyu.com/7954144,新主播求关注，黑玫上分有位置,英雄联盟,你家姑奶奶琪琪啊,4.1万,
https://www.douyu.com/2057760,地球胖峡谷寻亲记，找爹就能赢奥，冲！,英雄联盟,地球胖丶驴酱,4.1万,峡谷顶尖吸血鬼
https://www.douyu.com/1146823,好戏开场了 1146823,英雄联盟,心头鹿89,4.1万,
https://www.douyu.com/7256466,你见过凌晨4点的峡谷之巅吗,英雄联盟,查理布朗和他的伙伴,4万,野核剑圣
https://www.douyu.com/1079963,国服第一凯隐：核心发育能力教学,英雄联盟,长情易老不易捞,4万,国服第一凯隐
https://www.douyu.com/4914734,今晚我们都是分奴····,英雄联盟,马带彪,4万,
https://www.douyu.com/6434169,最强阿狸：3-4级必杀神技教学,英雄联盟,冰雪狐狸丶阿狸,3.9万,国服顶尖阿狸
https://www.douyu.com/7052849,离谱之刺——拉胯丽,英雄联盟,吃拉面滴小苦无,3.8万,忍者少女阿卡丽
https://www.douyu.com/6523508,希望你的生活每天都有一点甜 而我是一点甜,英雄联盟,九九很甜OuO,3.8万,软甜声优萝莉音
https://www.douyu.com/5533584,以后只玩致命节奏沙皇~前期狗后期C,英雄联盟,小淘气沙皇king,3.8万,国服高分沙皇
https://www.douyu.com/598519,萨科专场，打野恶魔小丑,英雄联盟,小宝宝的北寒i,3.7万,小丑王 峡谷战神
https://www.douyu.com/548401,这货是波比？,英雄联盟,波比腿短锤子长i,3.7万,战士流波比创始人
https://www.douyu.com/3607695,第一暴力盲僧 火影劫（一秒牙踢碎）,英雄联盟,奥力给丶暮城,3.7万,国服顶尖穿甲流盲僧
