name,sex,sign,content
白上吹星Official,保密,,终于等到了，我可以睡了
饲主疯帽子,保密,ちょっとしたの人間嫌い,看，这颗星之原石在发光!
我永远爱aqua,男,,2刷完
龙族OL,男,,＼suisei／＼suisei／＼suisei／＼suisei／
呼吸被嫌多余,保密,,看着头发在肩膀上摩擦摩擦
幻梦落尘,保密,艦隊のアイドル、那珂ちゃんだよー。よっろしくぅ～！,烤肉比审核快多了！星咏者们万岁！星海舰队万岁！
星街彗星Offlcial,男,无论怎样的光芒也会归于破碎,传说的开始，故事仍未终结！
浅見しぐれ,保密,LiSA子，管人观众，木口箱推，曾经是LLer，咸鱼一条。,上热搜了 星姐牛逼
风见忧香,女,一切随心，一切随缘。,彗星在发光啊！
你们的好朋友阿幹,保密,hololive箱推man，博爱的dd（ '▿ ' ）,她是真的很高兴啊[大哭][大哭][大哭]
羽织烟,保密,$百元抽SSR，次次不是SSR(・^・╬),第二时间守在这
十年单推man,女,彳亍口巴$,太强了！！！谢谢激光烤肉man！！
博丽神庙,保密,,空妈，你的后辈星街彗星在38分52秒撩我，我可以娶她吗！？实在不行，我也可以……入赘哦！
jmy2的很,保密,,观前温馨提示：请把屏幕亮度调到最大[tv_思考]
琉璃瓦玻璃渣,保密,血如玄铁，心似琉璃$                      ——诗乃控琉璃参上!(ノ＞▽＜。)ノ,热搜也太有面子了
番茄炒西红柿233,男,路漫漫其修远兮,这3d和场景建模号酷炫啊[热词系列_秀]
红魔重装骑士,男,吐舌头真可爱,果然我想要看到的虚拟偶像就是这样的吧！
偷笑而不语,保密,,来了来了
蝉鸣勿躁,保密,_(:з」∠)_,彗酱，今天也很可爱！！！[星星眼][打call]
月华奏无音,男,,厚积薄发还是厉害
圣人惠画中仙,保密,これからも私達は－絶対に負けない!,星姐冲啊！！！！！
房导,男,,这就是偶像吗！
琉璃瓦玻璃渣,保密,血如玄铁，心似琉璃$                      ——诗乃控琉璃参上!(ノ＞▽＜。)ノ,yagoo呼符出奇迹了啊啊啊啊啊啊啊啊啊啊！！！
中二之卡密,男,我永远喜欢利塞特.jpg,想到星姐这一路的艰辛，听到最后的comet直接哭了
空白晨疚之人,保密,,800+人虚拟星河舰队[tv_笑哭][tv_笑哭][tv_笑哭]小   心   星   咏   者
幻想旅人Chagk凪,男,不定时但少则一俩月多则一俩年更新的Chagk凪鸽鸽。,她在发光
路过的假面骑士小明,男,钢铁般的逗比,yagoo(在ICU)你看到了吗，星姐，她，她在发光啊！
高鸭果,男,即将成为一只up主。我要卖糍粑，。,感谢烤肉man！！！！
坷垃的信仰,保密,垂死病中惊坐起，苟延残喘又一年。,核聚变烤肉
魿蠡,男,虽然完全看不懂你说的什么,烤肉man也辛苦了[鸡腿][鸡腿][鸡腿]
生活真是美不胜收,男,「美しい眺めだつた。」,我错过了什么[大哭][大哭]
-_-澪,女,生活虐我千百遍  我待生活如初恋$,舰长不要钱系列
光明记者,男,一个喜欢玩游戏的人，一个兴趣使然的单推。（我不是记者！这只是名字！）,星姐nb！继续加油啊！！！[小电视_太太喜欢]
挺好土豆,女,治大国若烹小鲜,太强了！！！！！！
東儀观夜,男,FF14小透明,第二次被感动了  这就是偶像的力量吗？ 我记得第一次是us的 START:DASH 那种感觉至今难忘$偶像普通昙花一般 一瞬间绽放自身的美丽 然后又凋零 希望星姐不是昙花 而是彗星 永远的发光 发亮 成为能够踏上武道馆的偶像 加油 今天开始你也是复仇者联盟的一员了 向那些曾经拒绝过你 某某 复仇吧 用成绩打他们的脸
czmwn,保密,你以为我是柚子厨？其实我是键厨哒！,怒力的大姐姐谁不喜欢呢
冰点下的火,男,3NO2＋H2O＝2HNO3＋NO,原本三月一号开学，后来推迟，我也把星姐忘了[大哭]昨晚做完作业去小狐狸直播间，发现都在刷星姐，突然想起来什么？结果还是晚了，我哭死[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
MandosBor,保密,,两首原创还好，但是唱别人的歌有种差那么一点的感觉，像是感情不够到位，调子有点平。与平时直播的效果比要差那么一点，这样离三次元出道还有很长的路要走啊。
是工具人哒,男,,yagoo，你看到了吗，她在发光啊！
一般通过の崽,保密,,今日もかわいい
MarutsX,保密,做个快乐的dd不好吗？？,woc！这就是传说中的激光烤肉！！
德克萨斯吃Pocky,男,,投币比点赞多
O_o樨某,男,,彗星，划过天际$她闪耀着光芒，执拗的不断飞向前方$一个人看到了她，两个人看到了她；$在这片星空中，同样闪烁着无数的繁星，她们的光芒同样闪耀，在这片星空中，这颗刚刚诞生的小小彗星，现在或许不太起眼$但是，彗星没有停下，她依然执拗的飞翔，不断加速；$因为她知道，只要不断飞翔，自己的光芒一定会更加闪耀。$她不断加速，光芒随之愈发强烈，愈发耀眼。$十个人看到了她，一百人看到了她；$她不断加速，因为她知道，只要不断努力，就一定会有更多人看到她的光芒。$一千人看到了她，更多的人都看到了她的光芒。$前方的路还很远，这颗星星依旧会这样飞翔下去吧。$直到有一天，所有人都能看到她的光芒。
饼饼饼果果果,保密,$$$$$$$$$$$$$$$   $                           偷瞄……………,星姐，永远滴神！[热词系列_AWSL][热词系列_吹爆]
tsukikage,保密,***,3d配信（×）个人live
魿蠡,男,虽然完全看不懂你说的什么,星姐![打call][打call][打call][打call]（不知道这次yagoo能走出icu多久[吃瓜]）
erukaaa,保密,holo箱推…！！！！！http://www.weibo.com/1701777263,免费live赚到了！！
ONElectron,男,设置你小子的签名 -(o^-^)o,星姐全程Rock&amp;Roll手势啊[doge]
草没味的棒棒糖,保密,我从出生开始就喜欢小傻紫了,加油啊，只有四根手指的大姐姐
阿休里,男,,烤肉man感谢了
星街彗猩Official,男,人间失格,不曾在你深陷低谷时默默陪伴，也不会在你最辉煌时慕名而来，星咏者能做的，只是见证舞台上那颗愈加闪耀的彗星降临[tv_doge][tv_doge][tv_doge]
黑澤柳,男,不屑的努力才可以换来失败！,模型质量太好了！蓝发的神经大姐姐好漂亮啊！
直男の阿康,保密,emmm,yagoo 落 泪
万钰哦耶,保密,,星姐已经不用再说自己是原石了！她已经是最闪耀的那颗彗星啦啊啊啊啊啊啊啊！
头像决定老婆,保密,,哭了哭了
风見隼人,男,、、、、,hololive的雪莉露。。[doge]
一色_idle,保密,有没有逆子组织啊，求收留(指空妈),我哭了
润羽猫猫,保密,24岁，是海盗。体重35P，身高112。喜欢的食物是粽子。,太强了
苇草樱,男,一中第一小焰厨,今天也很可爱
夏色祭单推,男,不知道写啥好了,yagoo：哪个说我抽不到偶像的？
浮生91,男,,[热词系列_猛男必看][热词系列_猛男必看][热词系列_猛男必看]
shizuku丶雫雫,保密,走走停停，始终不知道终点站在哪里。,神回
月镰,男,时如水去而不返。忆如酒醇而飘香。,3D发布会（×）$个人live（√）
鶸七琉,保密,十分钟热度咸鱼一只,众 星 之 子
万钰哦耶,保密,,昨天领了牌子，一直到下播我去少主的直播间了才通知我星咏者升级了是怎么回事
智多星_纳兰迦,男,我  jojo梗   ]  <——<< suicide,免费live yagoo血亏
食草羊叔,保密,游戏党~~~,瓦星厨狂喜
CT西踢仔,保密,,星姐的3d拖了这么久估计就是为了做成最高质量的，表情精致，动作捕捉流畅，有几个很大的动作也几乎没有穿模，木口的3d啊，真的顶[支持]
单推神乐,保密,,awsl
KLATY,男,单推所有vtb的，超级DD,我永远单推星姐
-RainTime-,保密,技术力提升中,kuso，想要个虚拟架子鼓手、吉他手贝斯手键盘手来配合一下
包之沐白,保密,死に損なった朝が眩しい,如同彗星一般登场的星之原石 偶像 星街彗星！$一直激动到现在[打call]
暗语lonelyargot,男,单推中……               $$$$箱推hololive！！！！！！,真的烧起来了！
鸡块王,保密,,爱了爱了
怪谈协会会长,保密,毕竟几人得真鹿，不知终日梦为鱼,这个3d模型完成度真的高，全程都没咋穿模
梦鸽点,保密,,3D麦克风谁做的[滑稽]
当年冠盖满京华,男,向来是混蛋还加三级，但不是个不讲理的人,星街彗星，永远滴神[打call]
時乃空official,男,我知道你们会点进来(滑稽),今日もかわいいいいいいいいい
风見隼人,男,、、、、,看得出星姐还蛮喜欢超时空要塞啊。。。
SA我恋自立,保密,,TQL 三连了 [热词系列_三连]
湖心亭,男,单 推 人,耀斑烤肉，恐怖如斯
想要传达给你的爱恋,男,我们或许只是努力追逐那个对自己来说很美好的世界而已,烤肉辛苦了！！！
浅吟末花,保密,vivid米娜桑大好き$$$$$$$$$$是真的,终成为闪耀众人的彗星[打call][打call]
美狄亚,保密,,来了啊
SevenOOO,保密,写不出简介，嗯(⊙_⊙),上热搜了
桃子推销员,男,桃饱网官方推销员，专业推销桃子三十年（雾）$桃子滞销，帮帮我们！$备注：黄桃售卖与桃饱网无关。（狗头）,yagoo新款降压（？）药[doge]
借我一如初见,保密,各生欢喜,噫hihihi
繆阖不知所言,保密,女宅,激光烤肉爱了
GING2008,保密,,咱的原石…发光了[大哭]
注册问题是啥？,保密,"这个人很懒，神马都没有写……$",星组激光烤肉辛苦了[tv_点赞]
千本桜吹雪,保密,,彗酱今天也很可爱！！！！！！！！！！！！！！！
猫儿快快摸啊,保密,对，我懒死了，什么都没想写,好快的锅炉
看到我提醒我去学习,保密,比利海灵顿哲学认证：哔哩哔哩百大UP猪，摔跤签约主播,yahoo桑！阿里嘎多！
咲夜疏命,男,一只神秘的茄子,祝贺星姐3D化🌸🌸🌸，昨天晚上真的太嗨了！！！祝星姐的事业蒸蒸日上，取得更大的成功！！！
灼眼の夏娜丶炭,男,无路赛 无路赛 无路赛 ~,昨晚看的时候我哭了[小电视_哭泣]
不会起名的狂虎,男,学习新技能ing  / QQ群：150055612,高光实在是太好看了 不愧是彗星
寒曦易笙,保密,LLer，东方众，声优厨，单推人$,好！字幕组辛苦了！！！$我永远喜欢星街彗星！！！
Van般无奈的副班,男,一条高考考完从嘉定一中毕业现在在上海商学院的咸鱼,烤肉man的恩情我永远也不会忘记！！！！
基基子,女,,虽然是最近才发现的，但是星姐真的太厉害了
某科学的秋山小澪,保密,别问，问就是嗨多磨,tql
想被大毛宠的彼岸,保密,,啊啊啊啊啊
時乃空official,男,我知道你们会点进来(滑稽),来了来了[打call][打call]
芙拉蒂蕾娜丶米利杰,保密,ランランララン～アイランジャ～戦え愛を守るため～今だ！合体だ！セツナ！リンネ！,她在发光啊！
禁-语落,男,用我号的不要随便拿我号关注人！,星姐！永远的偶像！（没有噫hihi！
以传统对当方阵吃土,保密,事之于我如外物也,我们活在一个开明的时代
黒羽-快斗,保密,,虚 空 战 神 星 街 彗 星(指下播还能霸占榜一数小时)
三九Kaede,男,这个人没有填简介啊啊啊啊QAQ才怪嘞嗯哼开始录播京鸽鸽辣！,从昨天一直看到现在的DD来了
逢板优太Official,男,整点活？,哇星姐上热搜了
绯色月下狂放绝歌,女,生而为人，我很抱歉,来力来力
吾素小晓罗,男,一般路过箱推人。,来个有能dd把星姐两位友人的同步视听搬过来吧
66FFCCさん,保密,gkd,海贼王[热词系列_知识增加]
叫我烟草,男,,这才是真正的爱抖露啊
同志Lee,男,我tm就是懒，别看了QAQ,关注了
MISS-岚枫,保密,,来了！
百合好き,保密,"Act,jrpg爱好者，什么时候出贝姐3和塞尔达续作,空洞骑士续作啊! 希望今年能看到dq12的消息！屑世嘉= =",上热搜，真的厉害!
看到我提醒我去学习,保密,比利海灵顿哲学认证：哔哩哔哩百大UP猪，摔跤签约主播,一转攻势（指上热搜）
望梓里,男,死ぬまで、生を歌え。,直播间终于被解放了吗[笑哭][笑哭][笑哭]
GrahamSpector,男,石渡太辅NB，ARC社NB，我永远喜欢ARC的大家,3月1日晚11点关注的我觉得我是世上最可怜的人
空集空集空集,保密,washoi！！！！,星空佬到底D了多少[doge]
喵污0w0,女,我从出生起就开始单推miku了！！！,终于等来了www
星河垂月,男, 喜新厌旧的屑(不是,这是一个灰姑娘成长为最耀眼的彗星的故事[打call]喜欢上星姐真是太好了
突破琳琅_自己上天,保密,自古枪兵幸运E,看见星姐在舞台上如此耀眼闪亮，我们都衷心为她感到高兴[打call]
Araragi543,男,看动画的普通人,耳机 老外流泪 耳机[小电视_哭泣]
星街sui酱单推人,保密,sui酱，每天都很可爱！,本视频有以下隐藏或明显要素：$这女人不神经竟然可恶的甜美（✖）$这女人果然还是深井冰（✔）$anti到底是啥？我不知道（藏起头套）$传说的诞生（✖）传说还在继续（✔）$舰长免费了$可能是 holo目前为止最精美的3D$我们都是麦克风$yagoo因过于亢奋依旧在ICU$前有憨憨龙收益回归彩虹雨，中有老师睡觉直播，现有全自动虚空赚钱直播间$六边形战士（✖）六面体战士（✔）$马三角大胜利
失丨心疯,保密,,太帅了，星姐！你的3D不要进入hololive小剧场啊
罗德岛干员-维娜,男,高三了，好苦好累，看站时间不多了，还要清体力，难受,来咯!
中割production,保密,一个像可燃冰一样的人，做事只是兴趣使然罢了,激光烤肉，我好了[打call]
信山利亚,男,暂时攒石,今日もかわいい！！！！
十かご島,保密,KIP是罗马尼亚语哦，意思是基普,啊啊啊啊啊啊
梦千趁,保密,,恭喜星姐
夏色英雄,保密,,上b站热搜了。[支持]
Z国仁,保密,你好呀 (๑•́ ₃ •̀๑),这就是真正的idol吗！  i了i了
JunoF46,保密,,这份恩情，到全人类跨越整个银河系之前我都不会忘记的！
杀屋的喵儿,男,哦豁,星姐牛逼！！！
逺空Konica,女,ahoy~,星姐！泪目了
timelord琳,保密,不管风吹浪打，胜似闲庭信步,开播前写作业写昏了，没赶上，好后悔啊。。。。
百鬼众魅芸芸众生,保密,,强 星姐 强！我是你永远的单推人！
猥了个琐丶,男,我很懒，所以什么都没留下╮(╯▽╰)╭。,星空到底D了多少组[doge]
狗狗单推人Sin,男,,天道酬勤 星姐3D！
两仪未那子,男,,ohhhhhhhh
月下灵猫Blackneko,保密,一只灵猫,核聚变烤肉，鉴不鉴啊
大大大大青枣,男,也许我是个单推,纯路人，这么可爱，单推了[热词系列_AWSL]
艦これFubuki,男,柱岛泊地提督id Angel 战果萌新 meaqua贴贴,激光烤肉
有栖实乃梨,男,我家女儿太萌了，虽然还没出生。,梦中再次相会吧！
月咏叶月,保密,,恭喜恭喜，同时期待今天的狗狗狗ddd
月之弓矢,男,https://www.bilibili.com/html/help.html#k,激光烤肉好评
Gesuang,保密,,彗酱☄是宝藏！！！！
super大b,保密,,多拉贡荡死是我没想到的
爆音表白夏色祭,保密,不愧是我,感动到哭
松鸦羽-半月,保密,柚子社天下第一！！,yagoo流下了激动的泪水。。
里欧德,男,你只看到了第二层，你以为我是第一层，其实我是第五层。,啊啊啊啊啊啊啊
幻凡D,男,※该账号封禁中,有应援团吗
废池咸鱼,保密,nothing.,看到星姐能这么开心真是太好了！是强强3D真是太好了！
杀不死的坏蛋5421,保密,,[热词系列_吹爆]
泷火SKK,男,,彗星尾焰烤肉[打call]
6鱼羊鲜6,男,,我怎么记得昨天舰长免费的来着？[笑哭]
一梦千雨,保密,我亦留此地。,认识你真是太好了。
哈士奇毛玉,保密,一般骑空士 邦邦人 (专门吃冷cp人)(←确信) 勉强算个声优推(？),☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️
彗酱かわいい,保密,星街彗星，永远滴神！,全体起立！！！！
Kafuuuuu,保密,知识是人的信仰,这就是真正的偶像吗
kanna雨落,保密,这个人很懒，懒到懒得编自我介绍(๑&bull;̀&omega;&bull;́๑),星姐真的太棒了！烤肉组辛苦了！（不得不说一句这都第二天12点了，直播间居然还有这么多人刷弹幕，还有人送礼物....）[热词系列_知识增加]
激光sonic,女,上野的樱花烂漫的时节，望去确也像天边绯红的轻云,开播前虚空榜三，直播之后一个多小时我还能领好多上舰礼物。。而且还有人在三十一百的打sc。。我在b站多年真的没见过这种大场面
高性能萝卜子,保密,高性能萝卜子真是太可爱了(๑• . •๑),果然有什么样的V就有什么样的粉丝啊，药不能停呀。小心 星 咏 者 [蛆音娘_die][蛆音娘_die]
白夜未,男,,lei了lei了
某路人A,保密,向灰色星球发誓 绝对不再离开你,别的女人真好看（抹泪
夢逝影,保密,帝国2和帝国时代吧吧主，一个爱帝国的人 steam联机群：281254351  粉丝2群：907718397,起飞！
大鸿V,男,性别男，爱好女，梦想是去二次元的世界旅行,星姐，我老婆啊啊啊啊啊啊啊啊啊啊啊啊[星星眼][星星眼][星星眼]
魔法飞旋原海豚,男,不是鱼,[热词系列_AWSL]
钟离萧声,男,万人血书万华镜5,Yagoo从icu里面消失了你们有什么头猪吗[热词系列_知识增加]
星色众,男,平等这个词本身就很虚伪，但我们人类是一种会思考的生物。也就是说，我们必须要让规则表面看上去是平等的。,今夜，星光璀璨☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️
阿拉斯纳,男,,一战封神啊
阿虾不瞎,男,开水猎团变形太刀使，变形太刀不是很会，其他完全不会,星姐啊啊啊啊啊啊啊啊啊啊啊啊啊阿
爱手艺Official,保密,,星姐是不是也该加入晚安hololive了[doge]
芙拉蒂蕾娜丶米利杰,保密,ランランララン～アイランジャ～戦え愛を守るため～今だ！合体だ！セツナ！リンネ！,想要变成天空中闪耀的流星，终有一天会将你照亮，彗星的星光！$彗星若是选择了我，就将这片天空全部献给你！$天道酬勤，厚积薄发$如彗星般登场的星之原石，偶像vtb星街彗星，终于闪耀在了世界的舞台上$很开心能够作为一名普通的星咏者参与其中，祝星姐实现武道馆Live的最终目标！$从昨晚开始，我又相信努力就会有回报的励志故事了！
slooking,保密,,☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️☄️
黄瀬やよい,女,不要吐槽人家幼稚(#`O′) ,蓝色头发的大姐姐，这次你是天空中最闪亮的星！
你可别乱跑,男,,还有什么好说的，里程碑式，神回
中二的某天秤,男,别问我这个名字怎么来的。。。好羞耻好羞耻。。。。。。,慕名而来
最爱长萌,男,摸鱼乃王道,这么说是不是星姐也要进沙雕小剧场了$[doge][doge]
土豆说紫老太jdkalbc,保密,十二个硬币交代了，给????爬,泪，冲了出来
kurumiの花嫁,男,这个世界毁灭了这么多次。那么，这个次元，还有救的必要吗？$但是，我在这个次元找到了我必须拯救这个次元的理由,昨晚真的是太激动太兴奋了，真的是有什么样“神经病”的v，就有什么样“神经病”的粉丝啊
黑贞命,保密,,星姐加油！！！[热词系列_AWSL]
风見隼人,男,、、、、,这就是闪闪发光的彗星
本間ka,男,单推,星姐gachi粉不请自来
-Genm-,保密,我只想要平静的生活,星航路开辟？!
Acclex,保密,,来了来了，这就是idol吗，i了i了
亲亲我丶,男,小时候真傻，居然盼着长大。,就这？我顶得住在多来点
嘉怡兄,保密,✂VR一般通过民，2434箱推 曾经的工作请移步度人组号,错过直播的请务必看完！！！[打call]
超高校级的DY丶,男,吼吼吼 我是DY,ohhhhhhhhhh来了来了
期待的未来,男,我喂自己袋盐$好起来了,像彗星般闪耀吧！[打call][大哭]
碎魂之恋,男,,这次的live太棒了，突然想起三泽千纱香的telepath 光之塔 的歌词真的很衬星姐呢[打call][打call][打call]$歌词：$明天会是晴天吗？我抬头望了望天$满天的繁星闪闪发光$好似伸出手就能碰到$我们欢笑着 两人再次一起出发向前$说实话 一个人的夜晚$会感到不安而给你发简讯$说说自己那许许多多的梦想和理想$让自己沉浸其中$想着总有一天会离开这座城市$慢慢长大成人$心中就会感到不安$你的容颜就会浮现$我们总是分享着$生活中的点滴$现在就来迎接你 你的声音$明天会是晴天吗？我抬头望了望天$满天的繁星闪闪发光$好似伸出手就能碰到$我们欢笑着 两人再次一起出发向前$虽然现在才亲口对你说谢谢$会感到有些害羞$要是传达到就好了 只要在一起$总会不禁露出笑容$天空无比清澈$繁星不停地闪烁$流星在两人的肩膀间一闪$一划而过…$明天会是晴天吗？我抬头望了望天$满天的繁星闪闪发光$只要坚定自己的愿望 就一定能够实现$相信自己$明天会是晴天吗？我抬头望了望天$满天的繁星闪闪发光$好似伸出手就能碰到$我们欢笑着 两人再次一起出发向前$向着未来…
酸脆黃瓜,男,無,哇！太快了太快了[滑稽][支持]
暗夜绯声,男,萌新,[tv_点赞]这就是猴楼偶像吗？爱了！
Verzen,男,meaqua贴贴！！！！！！！管人永远比粉丝好看！！！！！！！！！！！！！！！！！！！！！！！！！！！,千言万语一句话，恭喜星姐！你做到了！[大哭][大哭][大哭]
Buster_X,男,压力马斯内,Daydream Warrior 双 厨 狂 喜 $泪，冲了出来
被牵手了怎么办,男,果然还是先给自己一巴掌看是不是在做梦(´；ω；`),强 六边形战士 强
单推彗星酱,男,,单推人不请自来
大雾小雾,男,等待红雾笼罩之夜。,永不放弃，一步步走出来的偶像大姐姐，加油啊[小电视_哭泣][小电视_哭泣][小电视_哭泣]
旋律爱旋转,保密,萝莉什么的……最…………,那一晚，我们都是神经病
WSREM,保密,,传奇的一刻！
keizetsu,保密,,kirakira~
鲜榨橙子果汁,女,你们都是我生命中的光啊,做夜空中最璀璨的那颗彗星吧
逗逗逗逗逗逼啊,男,,太强了
REfly再飞行,保密,低配penbeater 投稿真的需要勇气,烤肉man谢谢
永Wxz别,保密,Yuki_neko,灰姑娘翻盘的故事谁不爱呢
奈_黎,保密,\(ﾋ•ω•ﾏ)/真是个憨憨,冲鸭[热词系列_吹爆]
书山桠梨大,保密,,真正的偶像
千石抚子-,保密,夜的星空-夏季大三角,见证传说，留名
洛飞ring,男,,这也太快了
习八君的纠结,保密,,星姐，永远滴神
白兔MOliKSJLUOLEI,男,感觉干了坏事，有时候太想先弄好事情，之后才发现错了。,恭喜星姐热搜上榜(°∀°)ﾉ
神樂阿库娅,保密,我或许是一辈子的meaqua残党，但我一定不会输,星皇，该登基了
星街陨石,保密,(╯‵□′)╯︵┻━┻,星姐的3D直播流程跟别人的不大一样啊...
一只猫哉,保密,尽量不为了整活整活，能评论加三连就帮大忙了,偶像岁岁！！！，加油啊啊啊啊，干啥啥不行，gachi第一名
非洲人小招,男,,永远单推星姐[大哭][大哭][大哭]真正的vtb偶像[打call][打call][打call]
鈴木ビスケットくん,男,hololive/术力口/型月/ATLUS/单机游戏玩家/漫威DC丨这里是老饼干，请多指教DA⭐ZE$,哇的一声就哭出来了
魂落丶瑾瑜川,男,我和狗妈贴贴，六魁首、六魁首，索兰、索兰，呼吸夏哥，猫猫卡哇伊，我永远喜欢奏言叶！,昨晚21点想起来了19点的3D直播[tv_笑哭]
辉夜__,保密,holo箱推/黑色武联星/微博@kaguya0/小心管人粉丝,今日もかわいい!
coan681,男,,上了b站热搜恭喜
御子神前,男,雨，终有停息之时,yagoo复活现场
阿萨姆兑老干妈,保密,擅长空中劈叉的海军陆战干员ԅ(¯﹃¯ԅ),感谢烤肉man[热词系列_奥力给]
深邃的幻蓝,男,,偶像体验卡续费成功[doge]
织渊琉殇,男,,holo的3D越来越好了期待接下来的阿火和四期生的3D了[喜欢][喜欢][喜欢][喜欢][喜欢]
幻星なし,女,不知周之梦为胡蝶与，胡蝶之梦为周与？,星姐，永远滴神！
i榴莲酥i,保密,企鹅1696246919欢迎来找我玩~,恭喜星姐从六边形战士变为六棱柱战士
上单-若水,男,真正成功的人生，是不留遗憾。,这播放量就tm离谱
Johnny-B-G,保密,THANK      YOU,☄☄☄☄☄☄☄☄☄
白兔MOliKSJLUOLEI,男,感觉干了坏事，有时候太想先弄好事情，之后才发现错了。,上热搜了唉！
李明烨晔燁瞱埜,男,不想做厨子里面玩DOTA2最强的程序猿不是一个喜欢猫的好写手！,「彗星若是选择了我，就将这片天空全部献给你」$彗星已经跨越漫长幽暗的天宇，闪耀着光辉降临斯世，诸位，献上欢呼与掌声吧，献给为追逐梦想而拼尽全力变得闪闪发光的星街彗星！
威严满满の蕾米大人,保密,某n党咸鱼 黒上様の単推人,这就是....星河舰队的力量吗[热词系列_知识增加]
Hyper雜魚王,保密,三流画手，兴趣多样，喜欢小哥哥´_>`,热泪盈眶，这就是我单推的偶像啊[大哭]$所以小剧场什么时候安排上？（唐突）[doge]
XHトビ,男,牧之原翔子！,上b站热搜了，给我冲！！！
白色黑夜black,男,此人懒得要死，是条咸鱼_(:3」∠)_,来了来了[热词系列_吹爆]
宫商角徵,保密,imam,统一转发2333
Sugar_白糖,男,&rarr;_&rarr;自由 平等 公正 法治 爱国 敬业 诚信 友善&larr;_&larr;,我把直播忘了，亏死啊[大哭]
寒霜同学,男,,星街：想让拒绝我的公司后悔！
咸鱼人Xの翻身,男,咕咕咕咕，记得双击么么哒,tql[热词系列_知识增加]
hangyui,保密,,星姐，永远滴神！
Daisy天狐,保密,狐狸！,tql
补给形盛夏,男,无良摄像机器人,来了！
誓言羽织,男,希望有一天能成为温柔的人,星姐！
大叔436,男,爱mugen 鬼泣 动漫。      $但最爱冒险岛（虽然已经过去了）,你们这些人平时嘴巴上都在anti 每当重大通知集体变成gachi[doge]。          当初关注的时候星姐的原因说来惭愧 当时星姐b号的粉丝大概9w左右 我点进去（之前只知道她的打块很强） 刚好是直播一开始觉得很有趣 不过只打算偶尔搜索看一下 不点关注。然后我发现…… 为什么这个粉丝数量以及百舰了[热词系列_知识增加]。     gachi率如此之高 激起我的好奇心 去深入了解后 大家都懂得[热词系列_奥力给]
Akiraxdm,男,,她创造了历史
昵称-NAME,男,,ahhhhhhhh，昨天耽误了真的可惜！！！！！！！
无欺之约,保密,,昨天忘死死的 今天熟肉就出来了 感谢字幕组[点赞]
沐雨清影,保密,,先三连为敬[大笑]
是嵘不是山荣,保密,不怎么有趣的人,别说啥神经质清楚六边形，只要她站在属于自己的舞台上笑了，我就满足了！！！星街可爱！！！\suisei/\suisei/\suisei/
空气般的路上的沐修,男,这里是沐修～一个爱吃麻婆豆腐的白羊座QQ群:一群113063131二群342039612想要游戏资源的话可以加q群找我哟,坐等holo动画
东方的大英雄--阿拉什,保密,,yagoo看人的眼光贞德太准了[热词系列_你细品]
miko单推人,保密,,星姐suki[喜欢]
代柔i,男,,还不快谢谢 烤肉哥 ☄☄☄☄☄☄
與天,男,Are you kidding me？,神回，三连
天性愉民,男,.,yagoo，你看到了吗，这孩子是真正的偶像啊
YoyoLight,女,,星咏者们永远不会忘记的传奇之夜!
旧冢新骨,男,我生在DD死去的地方，我死在DD出生的地方。,干啥啥都行，世界第一名
天灾主教,保密,,多谢烤肉man
龙牙銀の刃,保密,想出去啊,我来晚了QAQ
在喷火啊,男,编辑个性签名,见证历史   噫hihihihihihi
雫月,女,p站画本子会被举报么...pixivid=5213841,直播间的录播什么时候安排上，反正人都在[tv_doge]
柚子的黑貓,保密,感情愈加深厚，表现的愈加浅薄,真正的爱抖露！！！
log-,男,从小就社恐,星姐距离梦想又进一步了~~~
星咏チづル,男,彗星が僕を選ぶのなら，この空を全部君にあげる。,来了来了！
園田海胆的忧郁,保密,,核弹烤肉，感谢烤肉man
夜珏omnis,男,光靠签到什么时候才升到6级……,这就是耀斑烤肉吗！？
穹の線,保密,,今天的星姐也很可爱
靈雲,保密,战双萌新群1050797055，pixiv id 3619258$我只是一名普通的……（算了每个人都是特殊的存在）,有时候会看着看着想起蓝莓（我是不是不太礼貌）[无语]
鸢尾花的恩惠,保密,,大人，时代变了
摸鱼大师比企谷雪乃,保密,,不说别的 3d好看 歌也不错
Kurisu_SG,保密,(｢･ω･)｢嘿(｢･ω･)｢嘿(｢･ω･)｢嘿(｢･ω･)｢嘿,从轮播间跑出来了[2233娘_耶]
AndersenChen,保密,,感谢烤肉man，星姐正如慧星般闪耀[热词系列_AWSL]
Quinyue Hoo,保密,"Let the sun fade out and another one rise Climbing through tomorrow, I'll be gone",星姐女王！这才是真正的偶像，yagoo流泪，空妈欣慰
非常迷的asd,男,,冲啊！！
怠惰中,男,"将你我的回忆放入时光之蛋，让那份感动伴着歌声陪伴始终,这就是μ'sic forever！",来了来了
